,1968,1969,1970,1971,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Genetic tools,33.333333333333336,0.0,33.333333333333336,0.0,0.0,0.0,20.0,12.5,0.0,0.0,9.090909090909092,4.761904761904762,12.903225806451612,0.0,0.0,0.0,0.9174311926605505,0.9009009009009009,1.3333333333333333,1.5873015873015872,0.4608294930875576,0.38910505836575876,0.9523809523809523,0.3257328990228013,0.9036144578313253,0.0,0.44543429844098,0.3952569169960474,0.0,0.2691790040376851,0.13054830287206268,0.32751091703056767,0.3864734299516908,0.0,0.4581901489117984,0.09737098344693282,0.3181336161187699,0.0,0.11547344110854503,0.0,0.1342281879194631,0.0,0.12853470437017994,0.0,0.26737967914438504,0.0,0.13123359580052493,0.2724795640326976,0.0,0.14749262536873156
Med. sci.,66.66666666666667,0.0,0.0,0.0,50.0,50.0,20.0,37.5,0.0,25.0,27.272727272727273,23.80952380952381,25.806451612903224,34.61538461538461,23.68421052631579,45.070422535211264,31.192660550458715,31.53153153153153,38.666666666666664,31.746031746031747,39.1705069124424,33.463035019455255,35.23809523809524,40.06514657980456,40.06024096385542,44.927536231884055,40.534521158129174,46.047430830039524,47.486033519553075,48.04845222072678,52.74151436031332,57.64192139737991,51.40096618357488,50.54229934924078,51.89003436426117,49.95131450827653,53.34040296924709,54.50399087799316,50.11547344110855,54.62085308056872,55.83892617449664,54.509803921568626,55.26992287917738,52.94871794871795,56.283422459893046,55.99455040871935,60.76115485564304,66.07629427792915,67.8740157480315,69.76401179941003
Others,0.0,100.0,66.66666666666667,100.0,0.0,50.0,60.0,25.0,42.857142857142854,50.0,54.54545454545455,38.095238095238095,38.70967741935484,38.46153846153846,47.36842105263158,30.985915492957748,40.36697247706422,49.549549549549546,34.0,43.91534391534392,41.474654377880185,39.29961089494164,39.682539682539684,34.20195439739414,32.2289156626506,31.884057971014492,35.18930957683742,33.201581027667984,38.17504655493482,37.41588156123822,32.5065274151436,30.240174672489083,33.333333333333336,33.622559652928416,32.416953035509735,32.13242453748783,30.434782608695652,28.39224629418472,28.868360277136258,26.895734597156398,23.221476510067113,27.973856209150327,25.19280205655527,25.76923076923077,23.93048128342246,23.024523160762943,24.278215223097114,20.29972752043597,17.322834645669293,19.321533923303836
Appl. biotech,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,57.142857142857146,25.0,9.090909090909092,33.333333333333336,9.67741935483871,25.0,22.36842105263158,18.309859154929576,22.93577981651376,15.315315315315315,21.333333333333332,19.047619047619047,15.2073732718894,23.346303501945524,18.095238095238095,17.91530944625407,19.57831325301205,18.840579710144926,16.92650334075724,15.41501976284585,10.05586592178771,11.305518169582772,10.443864229765014,7.314410480349345,8.695652173913043,7.483731019522777,7.445589919816724,5.6475170399221035,6.362672322375397,7.525655644241733,6.812933025404157,7.938388625592417,7.785234899328859,6.405228758169935,6.812339331619537,6.410256410256411,6.149732620320855,6.948228882833788,4.986876640419948,4.359673024523161,4.566929133858268,3.687315634218289
Metab. eng.,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,42.857142857142854,25.0,9.090909090909092,23.80952380952381,9.67741935483871,23.076923076923077,17.105263157894736,14.084507042253522,22.01834862385321,14.414414414414415,17.333333333333332,15.343915343915343,11.981566820276498,17.509727626459146,15.555555555555555,14.006514657980455,15.963855421686747,14.492753623188406,13.808463251670378,11.462450592885375,7.4487895716946,7.806191117092867,6.005221932114883,5.458515283842795,5.700483091787439,5.314533622559653,4.696449026345934,3.8948393378773125,4.453870625662779,4.789053591790194,3.464203233256351,5.805687203791469,5.771812080536913,4.444444444444445,5.269922879177378,4.358974358974359,4.010695187165775,4.359673024523161,3.0183727034120733,2.4523160762942777,2.677165354330709,2.2123893805309733
Disease mapping,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,5.769230769230769,1.3157894736842106,9.859154929577464,2.7522935779816513,3.6036036036036037,4.666666666666667,4.761904761904762,5.990783410138249,6.22568093385214,5.079365079365079,8.794788273615636,5.72289156626506,8.985507246376812,10.46770601336303,9.881422924901186,11.1731843575419,14.131897711978466,16.710182767624023,13.100436681222707,11.497584541062801,11.93058568329718,13.745704467353951,10.613437195715676,12.195121951219512,11.85860889395667,11.431870669745958,11.492890995260664,11.275167785234899,9.803921568627452,11.568123393316196,9.743589743589743,9.090909090909092,7.629427792915531,9.317585301837271,10.626702997275205,8.031496062992126,9.29203539823009
Blood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.5291005291005291,0.9216589861751152,0.0,0.0,0.6514657980456026,0.30120481927710846,0.8695652173913043,0.22271714922049,0.5928853754940712,0.37243947858473,0.0,0.26109660574412535,0.0,0.1932367149758454,0.0,0.2290950744558992,0.2921129503407984,0.0,0.34207525655644244,0.0,0.0,0.1342281879194631,0.0,0.0,0.0,0.13368983957219252,0.0,0.0,0.0,0.0,0.0
Gen. microb.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,9.67741935483871,1.9230769230769231,6.578947368421052,4.225352112676056,4.587155963302752,2.7027027027027026,4.0,3.1746031746031744,2.7649769585253456,3.11284046692607,5.396825396825397,6.514657980456026,6.626506024096385,4.057971014492754,5.79064587973274,3.7549407114624507,3.7243947858473,2.4226110363391657,3.2637075718015667,2.2925764192139737,2.028985507246377,1.5184381778741864,2.290950744558992,3.0185004868549172,1.5906680805938493,1.0262257696693273,1.9630484988452657,2.014218009478673,3.087248322147651,2.8758169934640523,1.4138817480719794,1.4102564102564104,1.4705882352941178,1.3623978201634876,1.5748031496062993,1.2261580381471389,2.204724409448819,0.5899705014749262
Biofuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,1.3157894736842106,1.408450704225352,0.0,0.0,0.6666666666666666,1.0582010582010581,0.4608294930875576,0.0,0.31746031746031744,0.3257328990228013,0.6024096385542169,0.0,0.0,0.3952569169960474,0.186219739292365,0.2691790040376851,0.0,0.0,0.1932367149758454,0.0,0.2290950744558992,0.19474196689386564,0.10604453870625663,0.11402508551881414,0.0,0.0,0.0,0.26143790849673204,0.3856041131105398,0.0,0.13368983957219252,0.0,0.13123359580052493,0.0,0.0,0.0
