,1968,1969,1970,1971,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Genetic tools,33.333333333333336,0.0,33.333333333333336,0.0,0.0,0.0,20.0,12.5,0.0,0.0,9.090909090909092,4.761904761904762,12.903225806451612,0.0,0.0,0.0,0.9174311926605505,0.9009009009009009,1.3333333333333333,1.5873015873015872,0.4608294930875576,0.38910505836575876,0.9523809523809523,0.3257328990228013,0.9036144578313253,0.0,0.44543429844098,0.39447731755424065,0.0,0.2684563758389262,0.1303780964797914,0.32751091703056767,0.3864734299516908,0.0,0.4576659038901602,0.09727626459143969,0.3184713375796178,0.0,0.11507479861910241,0.0,0.13458950201884254,0.0,0.12853470437017994,0.0,0.2680965147453083,0.0,0.1314060446780552,0.273224043715847,0.0,0.14749262536873156
Med. sci.,66.66666666666667,0.0,0.0,0.0,50.0,50.0,20.0,37.5,0.0,25.0,27.272727272727273,23.80952380952381,25.806451612903224,34.61538461538461,23.68421052631579,45.070422535211264,31.192660550458715,31.53153153153153,38.666666666666664,31.746031746031747,39.1705069124424,33.463035019455255,35.23809523809524,40.06514657980456,40.06024096385542,44.927536231884055,40.534521158129174,46.15384615384615,47.39776951672862,48.053691275167786,52.54237288135593,57.64192139737991,51.40096618357488,50.4875406283857,51.94508009153318,50.09727626459144,53.397027600849256,54.60750853242321,50.17261219792865,54.62085308056872,55.720053835800805,54.438642297650134,55.39845758354756,53.12899106002554,56.30026809651474,55.99455040871935,60.7095926412615,65.98360655737704,67.8740157480315,69.76401179941003
Others,0.0,100.0,66.66666666666667,100.0,0.0,50.0,60.0,25.0,42.857142857142854,50.0,54.54545454545455,38.095238095238095,38.70967741935484,38.46153846153846,47.36842105263158,30.985915492957748,40.36697247706422,49.549549549549546,34.0,43.91534391534392,41.474654377880185,39.29961089494164,39.682539682539684,34.20195439739414,32.2289156626506,31.884057971014492,35.18930957683742,33.13609467455621,38.28996282527881,37.31543624161074,32.85528031290743,30.240174672489083,33.333333333333336,33.69447453954496,32.379862700228834,32.00389105058366,30.360934182590235,28.32764505119454,28.883774453394707,26.895734597156398,23.28398384925976,28.06788511749347,25.06426735218509,25.67049808429119,23.86058981233244,23.024523160762943,24.31011826544021,20.3551912568306,17.322834645669293,19.321533923303836
Appl. biotech,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,57.142857142857146,25.0,9.090909090909092,33.333333333333336,9.67741935483871,25.0,22.36842105263158,18.309859154929576,22.93577981651376,15.315315315315315,21.333333333333332,19.047619047619047,15.2073732718894,23.346303501945524,18.095238095238095,17.91530944625407,19.57831325301205,18.840579710144926,16.92650334075724,15.384615384615385,10.037174721189592,11.409395973154362,10.29986962190352,7.314410480349345,8.695652173913043,7.475622968580715,7.437070938215103,5.642023346303502,6.369426751592357,7.508532423208191,6.789413118527043,7.938388625592417,7.806191117092867,6.396866840731071,6.812339331619537,6.385696040868455,6.166219839142091,6.948228882833788,4.993429697766097,4.371584699453552,4.566929133858268,3.687315634218289
Metab. eng.,0.0,0.0,0.0,0.0,50.0,0.0,0.0,12.5,42.857142857142854,25.0,9.090909090909092,23.80952380952381,9.67741935483871,23.076923076923077,17.105263157894736,14.084507042253522,22.01834862385321,14.414414414414415,17.333333333333332,15.343915343915343,11.981566820276498,17.509727626459146,15.555555555555555,14.006514657980455,15.963855421686747,14.492753623188406,13.808463251670378,11.439842209072978,7.434944237918216,7.785234899328859,5.9973924380704045,5.458515283842795,5.700483091787439,5.308775731310942,4.691075514874142,3.8910505836575875,4.45859872611465,4.778156996587031,3.4522439585730726,5.805687203791469,5.787348586810229,4.438642297650131,5.269922879177378,4.342273307790549,4.021447721179625,4.359673024523161,3.0223390275952693,2.459016393442623,2.677165354330709,2.2123893805309733
Disease mapping,0.0,0.0,0.0,0.0,0.0,16.666666666666668,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,5.769230769230769,1.3157894736842106,9.859154929577464,2.7522935779816513,3.6036036036036037,4.666666666666667,4.761904761904762,5.990783410138249,6.22568093385214,5.079365079365079,8.794788273615636,5.72289156626506,8.985507246376812,10.46770601336303,9.861932938856016,11.152416356877323,14.228187919463087,16.6883963494133,13.100436681222707,11.497584541062801,11.91765980498375,13.729977116704806,10.700389105058365,12.208067940552016,11.945392491467576,11.507479861910241,11.492890995260664,11.036339165545087,9.7911227154047,11.696658097686376,9.706257982120052,8.847184986595174,7.629427792915531,9.198423127463863,10.655737704918034,8.031496062992126,9.29203539823009
Blood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3157894736842106,0.0,0.0,0.0,0.0,0.5291005291005291,0.9216589861751152,0.0,0.0,0.6514657980456026,0.30120481927710846,0.8695652173913043,0.22271714922049,0.591715976331361,0.37174721189591076,0.0,0.2607561929595828,0.0,0.1932367149758454,0.0,0.2288329519450801,0.2918287937743191,0.0,0.3412969283276451,0.0,0.0,0.13458950201884254,0.0,0.0,0.0,0.13404825737265416,0.0,0.0,0.0,0.0,0.0
Gen. microb.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,9.67741935483871,1.9230769230769231,6.578947368421052,4.225352112676056,4.587155963302752,2.7027027027027026,4.0,3.1746031746031744,2.7649769585253456,3.11284046692607,5.396825396825397,6.514657980456026,6.626506024096385,4.057971014492754,5.79064587973274,3.747534516765286,3.717472118959108,2.4161073825503356,3.259452411994785,2.2925764192139737,2.028985507246377,1.5167930660888407,2.288329519450801,3.0155642023346303,1.5923566878980893,1.023890784982935,1.9562715765247412,2.014218009478673,3.095558546433378,2.8720626631853787,1.4138817480719794,1.40485312899106,1.4745308310991958,1.3623978201634876,1.5768725361366622,1.2295081967213115,2.204724409448819,0.5899705014749262
Biofuel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.761904761904762,0.0,0.0,1.3157894736842106,1.408450704225352,0.0,0.0,0.6666666666666666,1.0582010582010581,0.4608294930875576,0.0,0.31746031746031744,0.3257328990228013,0.6024096385542169,0.0,0.0,0.39447731755424065,0.18587360594795538,0.2684563758389262,0.0,0.0,0.1932367149758454,0.0,0.2288329519450801,0.19455252918287938,0.10615711252653928,0.11376564277588168,0.0,0.0,0.0,0.26109660574412535,0.3856041131105398,0.0,0.13404825737265416,0.0,0.1314060446780552,0.0,0.0,0.0
