,20,50,100
1990,28.46441947565543,44.19475655430712,57.927590511860174
1991,26.523297491039425,41.69653524492234,55.07765830346476
1992,23.58744394618834,38.206278026905835,51.300448430493276
1993,22.790697674418606,35.61461794019933,47.9734219269103
1994,18.06741573033708,29.30337078651685,41.39325842696629
1995,18.98403483309144,31.030478955007258,43.51233671988389
1996,15.909090909090908,26.877470355731226,38.58695652173913
1997,14.160971905846619,24.10782080485953,34.16856492027335
1998,12.79449075752084,21.78325480246466,31.206959043131572
1999,11.747285291214215,22.375781507074695,31.786771964461995
2000,13.836086008102214,23.028980990962918,33.21907136179495
2001,12.333515781791645,20.616675789089584,29.830322933771207
2002,11.91029900332226,20.182724252491692,30.182724252491695
2003,12.673465975589366,21.150309312823943,30.830964721618457
2004,12.331606217616581,21.34715025906736,31.295336787564764
2005,12.079958642081682,21.385490263656727,31.75943477511632
2006,11.07913669064748,21.183053557154278,32.83772981614708
2007,11.01958346285359,20.01865091700342,30.556419023935344
2008,11.0333048676345,20.22203245089667,30.469684030742954
2009,11.04580812445981,20.847018150388937,31.04580812445981
2010,11.181472770037995,20.010855798805864,29.20209878776913
2011,12.61139093374661,20.612165827198762,30.356450987989152
2012,11.945392491467576,20.264505119453922,29.39419795221843
2013,11.755233494363928,19.783758914193697,29.21555095468139
2014,11.968838526912181,20.585457979225687,29.981114258734653
2015,11.709138840070299,20.408611599297014,29.305799648506152
2016,12.44347983360463,21.052631578947366,29.571351058057516
2017,13.906765029037826,22.539632710720454,31.627687961073615
2018,12.985436893203882,21.51525658807212,30.68654646324549
