,Med. sci.,Blood-assoc.,Appl. biotech.,Metab. eng.,Pharma.,Genetic tools,Immun.,Plant sci.,Gen. microb.,Others
1990,48.48270995059986,0.0,11.079745942131263,7.339449541284404,5.010585744530698,0.14114326040931546,0.4234297812279464,5.434015525758645,4.798870853916726,30.06351446718419
1991,50.31017369727047,0.0,10.732009925558312,7.630272952853598,4.900744416873449,0.062034739454094295,0.5583126550868487,3.9081885856079404,5.459057071960298,29.528535980148884
1992,49.30032292787944,0.0,11.571582346609258,8.719052744886975,5.651237890204521,0.0,0.43057050592034446,4.7900968783638325,6.243272335844995,28.094725511302475
1993,48.435754189944134,0.0,11.564245810055866,7.877094972067039,5.139664804469274,0.055865921787709494,0.33519553072625696,5.251396648044692,5.698324022346369,28.99441340782123
1994,49.78969505783386,0.0,11.041009463722398,7.360672975814932,5.573080967402734,0.052576235541535225,0.4206098843322818,6.782334384858044,6.0988433228180865,26.235541535226076
1995,48.316326530612244,0.0,11.785714285714286,7.959183673469388,4.540816326530612,0.10204081632653061,0.45918367346938777,7.755102040816326,7.142857142857143,24.897959183673468
1996,49.38775510204081,0.0,10.918367346938776,6.581632653061225,5.0,0.0,0.40816326530612246,6.63265306122449,5.0,28.06122448979592
1997,50.131095962244366,0.0,9.648662821185107,6.1877294179339275,5.873099108547457,0.0,0.15731515469323545,6.240167802831673,6.974305191400105,27.00576822233875
1998,50.56122448979592,0.0,9.948979591836734,6.173469387755102,5.255102040816326,0.0,0.35714285714285715,7.6020408163265305,4.489795918367347,27.397959183673468
1999,50.92307692307692,0.0,9.692307692307692,6.769230769230769,5.487179487179487,0.15384615384615385,0.20512820512820512,6.9743589743589745,5.384615384615385,26.871794871794872
2000,50.024473813020066,0.0,8.418991678903573,4.943710230053842,4.992657856093979,0.048947626040137054,0.44052863436123346,9.104258443465492,6.1184532550171316,26.2848751835536
2001,49.498151082937135,0.0,9.13893291072372,5.493924986793449,5.54675118858954,0.05282620179609086,0.15847860538827258,11.251980982567353,5.071315372424722,24.986793449550976
2002,47.666491872050344,0.0,10.59255374934452,6.816990036706869,5.558468799160986,0.0,0.2097535395909806,9.858416360776088,5.768222338751967,26.114315679077084
2003,46.691973969631235,0.0,8.188720173535792,4.663774403470716,5.260303687635575,0.05422993492407809,0.3796095444685466,11.876355748373102,6.073752711496746,27.114967462039047
2004,43.19300164024057,0.0,8.365226899945325,5.795516675779115,4.702022963367961,0.05467468562055768,0.3280481137233461,14.488791689447785,4.920721705850191,28.97758337889557
2005,42.946175637393765,0.0,8.215297450424929,4.759206798866855,5.1558073654390935,0.0,0.16997167138810199,15.524079320113314,7.0821529745042495,26.23229461756374
2006,40.88729016786571,0.0,8.393285371702637,5.4556354916067145,4.136690647482014,0.05995203836930456,0.11990407673860912,15.827338129496402,5.995203836930456,28.836930455635493
2007,37.91044776119403,0.0,8.298507462686567,4.835820895522388,4.059701492537314,0.05970149253731343,0.05970149253731343,16.238805970149254,6.268656716417911,31.223880597014926
2008,37.50756200846945,0.0,7.441016333938294,3.9322444041137325,4.3557168784029034,0.0,0.3629764065335753,19.358741681790683,6.170598911070781,29.52208106473079
2009,37.24696356275304,0.0,7.219973009446694,3.3063427800269904,4.723346828609986,0.0,0.4048582995951417,18.42105263157895,6.747638326585695,30.364372469635626
2010,36.46131805157593,0.0,7.4498567335243555,5.229226361031519,4.584527220630372,0.0,0.14326647564469913,18.624641833810887,5.945558739255015,31.51862464183381
2011,34.10958904109589,0.0,8.150684931506849,4.657534246575342,3.287671232876712,0.0,0.2054794520547945,20.753424657534246,6.095890410958904,30.89041095890411
2012,33.238231098430816,0.07132667617689016,6.704707560627675,4.20827389443652,4.279600570613409,0.0,0.21398002853067047,17.4037089871612,6.633380884450784,36.019971469329526
2013,31.133540372670808,0.0,7.220496894409938,4.114906832298137,4.425465838509317,0.07763975155279502,0.2329192546583851,20.419254658385093,5.745341614906832,35.40372670807454
2014,36.038394415357764,0.0,5.671902268760907,3.141361256544503,4.712041884816754,0.0,0.0,18.848167539267017,4.799301919720768,34.64223385689354
2015,28.55839416058394,0.0,7.299270072992701,4.470802919708029,3.832116788321168,0.0,0.09124087591240876,18.978102189781023,6.569343065693431,38.59489051094891
2016,30.561122244488978,0.0,6.813627254509018,3.6072144288577155,3.406813627254509,0.10020040080160321,0.10020040080160321,15.731462925851703,6.212424849699399,40.5811623246493
2017,31.788079470198674,0.0,6.490066225165563,3.7086092715231787,3.443708609271523,0.0,0.0,11.920529801324504,5.960264900662252,43.841059602649004
2018,32.05882352941177,0.0,3.676470588235294,1.7647058823529411,2.2058823529411766,0.0,0.29411764705882354,15.441176470588236,4.117647058823529,44.705882352941174
