,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
36201,2,0,0,0,2,3,0,1,0,0,9,4,0,0,4,6,3,1,4,10,6,0,5,4,6,8,4,3,4
138128,1,0,0,4,2,22,44,130,230,360,508,462,489,502,511,549,502,493,525,476,415,458,474,479,438,411,334,246,230
3,0,3,0,0,0,0,4,0,0,0,3,0,0,1,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0
2012,0,3,2,4,2,2,1,3,6,1,9,10,6,4,0,1,4,1,3,3,4,1,0,4,4,0,0,0,1
5207,0,4,0,0,0,2,0,0,2,0,3,0,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
79218,0,4,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,2,0,0
243,0,4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0
22,0,2,0,0,0,0,2,0,0,2,0,0,0,2,0,0,2,0,0,1,0,0,4,0,2,7,0,0,0
86587,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,2,1,0,3,0,0,2,0,0
797,0,5,0,0,0,3,3,3,3,2,6,5,11,10,14,9,7,2,4,11,17,16,17,10,19,23,4,17,9
63,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87,0,2,1,0,1,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,1,2,2,0,0
93956,0,2,0,0,0,0,0,0,0,0,0,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0
795,0,3,2,3,0,0,0,0,0,0,0,0,1,0,7,0,5,0,0,0,2,4,2,2,0,7,1,4,12
3737,0,9,7,4,2,0,0,4,2,2,4,1,5,3,0,7,4,0,0,6,1,0,3,0,0,2,3,1,0
94,0,4,0,4,0,0,0,3,6,0,2,0,3,1,3,4,0,0,0,0,0,0,0,0,5,1,0,0,0
337,0,5,0,0,0,0,0,4,0,0,2,0,3,0,1,0,0,3,4,0,3,0,3,3,0,10,8,2,2
16442,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
118,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0
333,0,5,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0
143,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
149,0,2,0,1,0,0,0,0,0,0,1,0,0,3,7,0,0,0,1,6,5,3,0,1,0,4,1,1,1
9600,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,0,0,0,0
4181,0,2,2,2,1,1,0,0,1,3,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,3
6837,0,2,1,3,3,1,0,1,9,3,9,10,2,17,19,15,12,34,18,13,12,25,7,8,24,16,16,3,2
26062,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
38325,0,5,1,4,2,6,2,4,12,15,11,13,12,19,21,23,20,35,17,17,20,17,16,31,25,26,29,12,11
32501,0,2,0,0,0,3,2,1,2,1,0,0,6,0,0,5,1,2,1,0,0,1,5,0,3,0,0,2,2
175,0,1,0,1,3,6,3,5,0,3,0,3,2,0,0,0,2,0,0,0,5,0,0,0,2,0,0,0,2
202,0,1,0,0,0,1,0,0,0,0,2,0,0,6,4,18,20,22,8,18,6,5,15,12,12,11,15,15,7
3990,0,2,0,0,0,0,0,0,4,0,0,0,0,0,6,0,0,6,0,0,0,0,0,0,0,3,0,0,0
12179,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14105,0,5,0,0,1,1,0,0,0,1,0,7,4,0,0,4,8,1,2,3,0,7,4,12,0,0,8,3,0
20055,0,4,0,1,0,0,2,0,0,0,10,0,0,0,0,0,0,4,0,2,7,0,2,2,3,7,3,7,6
28910,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
42437,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,4,0,0
665,0,4,6,5,2,5,3,12,0,2,3,2,7,0,6,0,5,0,0,0,0,0,1,4,2,0,0,0,1
3078,0,6,0,1,0,5,15,3,12,1,9,1,3,2,0,7,0,0,3,0,4,0,0,5,4,0,2,2,0
18160,0,7,0,0,3,1,4,0,0,5,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,0,3,2,0,0,0,0,2,0,3,0,10,0,5,10,6,5,0,6,9,1,0,1,19,7,3,7,0,10
412,0,1,0,0,1,2,2,1,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,0
138032,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
448,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0
18399,0,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,3,3,0,0,0,0,0,0
83798,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83799,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83800,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
480,0,2,1,0,0,1,0,2,0,0,0,0,0,2,0,0,1,3,0,0,2,0,0,0,0,0,0,2,0
8075,0,4,1,1,0,0,2,1,0,2,3,1,0,2,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0
576,0,5,5,5,14,10,16,12,1,5,1,5,0,1,0,4,6,3,0,0,7,3,4,15,0,0,0,0,0
6582,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7996,0,5,0,2,0,2,3,0,1,4,2,0,0,2,6,3,3,2,0,2,2,0,0,0,1,0,6,0,0
28217,0,5,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0
28277,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
583,0,4,0,2,2,0,0,0,2,2,1,2,0,4,0,0,0,0,0,0,0,0,9,0,0,0,2,0,0
27393,0,2,0,0,7,1,1,1,0,1,0,1,2,7,0,0,3,1,0,0,4,5,0,0,0,2,0,0,0
57867,0,2,0,0,8,1,8,9,15,4,16,6,18,4,6,13,14,10,5,10,7,7,12,10,12,6,4,8,6
63713,0,3,0,4,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1305,0,4,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
28541,0,4,0,0,0,0,0,0,1,0,0,2,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
79529,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
718,0,1,0,0,1,0,1,1,2,0,1,4,5,4,7,3,9,8,10,8,10,10,9,17,14,13,9,6,4
93480,0,2,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
93481,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8834,0,2,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,9,0,0,1,0,0,0,0,0,2,0
788,0,4,0,0,0,0,0,0,4,0,0,4,3,6,0,2,7,2,0,3,2,0,0,0,0,0,0,0,0
4126,0,5,0,0,0,0,2,0,4,0,2,4,0,0,0,2,3,1,4,4,6,2,3,3,3,7,2,5,6
5990,0,6,1,2,3,3,5,0,0,0,0,0,8,0,2,1,3,0,4,3,0,1,0,1,0,0,0,0,0
13412,0,6,0,0,1,0,0,0,1,0,0,0,0,0,8,0,4,4,0,0,0,0,0,0,0,0,0,1,0
18597,0,6,0,0,0,1,0,0,2,2,5,0,0,0,2,0,3,0,3,0,0,3,2,1,0,2,3,0,2
62082,0,3,1,0,2,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
894,0,2,0,0,0,0,2,2,0,6,0,12,11,5,15,19,17,13,7,9,22,17,24,41,20,23,40,9,28
922,0,1,0,6,0,0,1,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,6,0,0,0
998,0,3,0,0,0,1,3,3,0,7,3,12,2,5,17,7,2,2,5,11,3,6,5,0,10,7,11,1,4
1096,0,1,0,3,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1165,0,5,3,13,1,6,7,3,6,5,7,10,4,9,0,0,0,3,0,0,0,6,4,2,7,0,2,5,0
1196,0,3,0,0,0,4,3,0,2,0,0,0,0,3,0,0,8,0,0,0,0,0,3,0,0,0,6,0,0
1327,0,3,0,1,4,0,0,0,1,2,3,0,5,2,1,1,0,3,4,7,0,0,0,0,0,0,0,0,0
1625,0,4,2,1,5,7,16,0,5,0,13,1,2,6,3,4,2,4,8,5,1,7,3,9,12,3,2,3,13
1635,0,1,0,2,4,0,1,0,5,5,4,0,8,0,0,1,1,2,1,6,0,4,0,4,3,0,1,3,0
1716,0,2,0,0,0,3,0,0,0,2,0,3,4,3,4,5,0,4,9,20,4,10,0,7,5,30,26,15,40
1928,0,1,0,0,0,0,0,0,3,1,0,2,0,1,2,0,4,0,1,4,0,0,2,0,5,2,6,0,1
2014,0,1,0,0,0,0,0,2,0,1,4,3,4,5,7,1,9,0,0,0,1,2,3,1,3,0,9,3,2
2230,0,3,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
2366,0,2,0,0,0,0,5,0,1,2,2,0,1,0,7,6,6,3,0,5,3,6,3,0,9,7,6,8,1
2533,0,1,0,0,0,2,2,5,1,0,3,1,0,0,0,0,4,2,0,0,0,5,4,0,0,0,0,0,0
2678,0,2,0,0,0,2,3,2,1,3,5,18,8,14,3,23,8,2,11,14,9,10,7,10,15,19,4,4,5
2764,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
2829,0,2,0,0,1,0,3,2,0,0,4,4,0,1,0,3,0,0,0,5,0,5,0,0,0,0,0,0,0
2898,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,4,6,0,0,0,2,0,4,0,0,7,2,0,2
2916,0,1,0,5,4,2,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0
3512,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3869,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3977,0,1,0,0,1,0,0,0,0,0,0,4,2,0,0,4,0,2,9,0,3,6,4,0,7,2,6,10,8
4244,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4369,0,1,0,0,0,0,1,0,6,2,0,3,1,3,2,0,4,6,0,0,0,4,4,0,0,2,3,3,0
4404,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
4659,0,2,0,0,1,0,0,0,0,5,3,2,0,0,0,7,0,0,0,0,1,1,0,2,0,0,0,0,0
4823,0,2,0,0,2,0,0,0,0,8,1,0,1,5,0,4,0,0,3,1,0,4,6,2,0,0,3,0,6
5073,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
5556,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0
5616,0,1,0,1,1,0,3,6,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
6008,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6489,0,3,0,2,0,8,0,0,5,7,7,8,0,2,13,0,12,0,2,0,4,2,1,0,1,0,2,0,0
6810,0,2,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4
7600,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,4,3,0,0,0,1,0,0,1
8475,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8771,0,3,0,0,1,0,0,2,0,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
8972,0,1,0,0,1,0,2,2,0,0,0,2,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13015,0,7,0,0,0,0,4,2,4,2,0,7,0,0,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0
13142,0,1,0,0,0,0,0,0,0,0,0,0,4,4,1,0,0,0,0,0,4,0,0,0,5,0,0,0,0
13863,0,1,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
15906,0,1,0,0,0,0,0,1,0,0,0,2,4,0,3,0,5,1,0,0,5,3,1,1,1,6,0,0,0
15946,0,3,0,0,2,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0
17198,0,2,3,0,0,0,2,0,0,0,0,2,0,1,0,0,0,0,4,0,4,2,0,0,10,0,0,0,0
18746,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
19101,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19435,0,7,0,0,0,0,0,0,0,0,0,0,4,0,1,3,1,1,0,6,4,0,1,3,0,1,0,0,0
20139,0,4,0,0,0,0,0,0,0,6,0,0,3,4,1,1,1,1,3,0,1,1,5,0,8,1,0,1,1
22428,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
23852,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
24347,0,4,0,0,0,0,3,0,0,0,0,0,0,1,6,7,0,0,0,2,1,0,0,4,0,0,0,0,0
24524,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
24525,0,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25959,0,2,5,0,2,0,3,0,0,0,0,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
27410,0,5,0,0,0,0,0,0,0,0,4,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
29479,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
31347,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,2,0,0,3,1,0,4,2
32447,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35832,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40753,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0
46869,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47715,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51520,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
53679,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54705,0,3,1,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55135,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59425,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65570,0,4,0,0,2,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65744,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,0,3,6,0,0,3
69927,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86113,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,2,2,0,13,0,3,0,0,0,0
88651,0,1,5,0,0,0,0,0,5,6,6,3,0,0,6,0,0,0,1,0,0,0,0,4,0,0,0,0,0
88892,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
89715,0,4,0,0,0,2,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91522,0,3,3,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,0,2,4,0,0,0,1,4,11,7,0
92968,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0
93562,0,4,0,2,1,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0
94343,0,7,0,0,2,1,4,4,0,3,0,7,0,0,0,3,1,1,0,0,0,0,0,0,0,1,2,1,0
100599,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
101808,0,2,3,0,0,0,0,0,0,3,0,1,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
102550,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
130715,0,1,1,0,0,0,0,1,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0
17523,0,1,0,2,0,0,1,5,0,2,0,3,0,2,0,9,0,0,1,0,0,0,0,4,1,0,0,0,0
839,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28542,0,1,0,0,0,0,2,0,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43279,0,2,0,0,0,0,3,1,0,4,5,0,5,0,0,0,0,0,0,3,0,0,2,1,0,0,0,0,0
1089,0,1,0,0,0,2,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0
2994,0,4,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
1566,0,1,0,0,0,0,0,1,1,0,3,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0
1599,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
90243,0,2,0,0,1,4,7,3,0,0,0,2,0,0,0,1,0,1,2,0,0,0,0,0,0,0,2,2,0
2234,0,2,0,1,5,1,2,5,2,6,16,3,13,14,7,32,7,9,11,21,20,18,15,16,12,7,12,10,30
7280,0,2,0,0,0,2,1,0,3,4,0,0,0,3,3,0,3,0,0,0,4,0,1,0,0,5,0,0,0
26509,0,2,0,0,0,0,2,0,0,3,0,0,2,3,3,0,4,1,0,2,3,6,5,0,3,3,1,0,3
15610,0,1,0,0,0,0,0,2,5,1,2,0,1,2,1,2,5,1,0,0,0,0,0,1,3,3,0,0,7
2702,0,2,7,6,2,0,2,0,5,5,4,9,3,4,1,0,0,2,0,0,4,0,0,0,0,0,0,0,0
2948,0,2,2,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,5,1,2,0,0
3479,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0
15596,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,3,0,4,4,0,6
6173,0,1,2,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3782,0,1,14,9,8,9,4,14,7,5,1,4,3,7,0,7,2,5,0,0,0,0,4,0,0,1,0,0,0
3937,0,2,1,5,1,2,0,0,7,1,3,7,3,4,0,0,0,1,2,2,1,3,0,0,0,0,0,0,1
4634,0,2,1,0,0,7,4,0,5,4,0,3,0,1,0,1,7,6,0,5,0,0,0,3,3,0,3,0,2
21387,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4868,0,3,0,2,0,2,2,0,2,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0
103172,0,1,0,1,0,0,0,1,3,2,0,8,0,2,0,7,0,9,0,0,6,0,0,0,0,0,2,0,0
7178,0,1,2,1,0,0,0,3,3,2,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
7390,0,5,0,2,1,6,2,1,3,3,0,0,0,0,0,0,0,0,2,0,1,0,1,3,0,0,0,0,0
9543,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
77123,0,2,1,2,5,0,2,0,0,4,2,0,0,0,0,4,4,2,0,0,0,0,2,0,0,4,0,6,0
68900,0,1,0,6,12,11,9,8,8,6,3,6,6,10,4,10,4,1,3,11,7,5,2,7,5,0,10,1,1
8166,0,1,1,2,0,0,0,2,0,4,2,0,0,0,0,0,6,0,0,0,0,0,2,0,0,1,0,0,0
27349,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15569,0,2,0,0,2,1,1,0,0,3,3,2,0,2,1,3,3,1,9,9,3,5,10,9,6,7,9,2,0
11397,0,3,0,0,0,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
18070,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,4,2,4,0
18057,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38178,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,0,0,2,0,0,0,0,0,1,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0
96479,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0
75,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,0,2,0,3,5,0,1,0,6,0,0,0,0,3,8,0,2,0,0,1,0,2,0,0,0,0,0,0
115,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,0,0,2,5,1,0
6676,0,0,1,3,2,1,1,2,1,1,1,2,10,0,0,6,1,1,0,1,0,0,6,0,0,0,2,10,4
128,0,0,3,0,0,0,6,1,1,8,0,1,2,3,0,0,0,0,0,0,1,3,0,0,1,0,0,0,0
11201,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
1310,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,0,0,0,0
221,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
4205,0,0,2,0,4,3,11,4,2,2,0,4,0,2,2,4,0,0,0,0,0,2,3,0,0,0,2,0,0
25252,0,0,4,0,0,0,0,0,0,4,0,6,0,0,0,6,5,0,4,0,0,1,0,3,0,0,0,0,0
25255,0,0,5,0,0,3,1,0,0,3,5,5,4,4,3,10,4,0,3,0,2,2,4,2,6,0,4,0,0
290,0,0,1,0,0,0,0,1,0,2,1,0,0,3,0,0,2,0,6,0,0,0,0,0,1,0,0,0,0
3170,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1176,0,0,4,0,2,4,0,0,0,0,0,3,3,4,0,2,1,0,1,0,0,0,0,0,0,0,0,0,3
7867,0,0,4,4,2,4,2,2,2,0,1,1,0,1,0,0,3,0,0,0,3,0,0,0,0,0,7,0,0
55052,0,0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
427,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34766,0,0,2,0,0,2,0,1,4,1,0,2,6,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0
664,0,0,7,0,0,3,0,0,0,2,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2587,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0
4100,0,0,5,0,0,0,9,1,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
564,0,0,1,0,0,6,2,0,1,2,0,0,0,0,0,2,0,0,0,1,0,4,5,0,2,0,0,0,4
574,0,0,1,0,0,2,1,3,1,0,8,2,2,1,10,12,10,8,10,6,18,14,15,11,5,21,21,13,11
1218,0,0,4,0,3,0,0,0,5,0,0,3,4,0,3,0,4,0,6,0,1,0,3,2,4,0,0,0,0
56944,0,0,4,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
2804,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,1,0
691,0,0,1,0,0,0,0,1,0,2,5,2,0,0,0,0,5,2,8,1,4,2,3,13,3,0,6,3,3
704,0,0,4,0,0,0,0,0,0,0,1,3,0,3,10,0,1,0,7,0,0,5,0,1,0,0,3,0,3
996,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0
2807,0,0,5,0,0,0,0,2,0,0,4,5,2,4,3,5,5,6,19,9,17,15,16,15,11,22,25,10,10
3501,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0
1009,0,0,3,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0
