,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
3033,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,0,3,0,0,2,0,0,0,0,0,5,0,2
65533,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,5,0,0,0,0,7,2,0,5,0
13334,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15028,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24548,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,5,5,0,1,0,6,4,0,3,6,8
3039,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,7,0,3,7,0,0,0,0,1,0,0
45817,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,3,1,0,5,1,1,1,0,0,1
84971,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,1,1,0,3,0,0,0,0,0,1
5891,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,0,2,2,2,0,0,0,5,0,0,0,0,0
15027,0,0,0,0,0,0,0,0,0,0,0,0,10,7,12,16,26,21,30,24,21,26,24,38,44,42,35,28,19
14926,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,4,3,1,0,0,8,0,5,1,1,0,4
3210,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,2,2,3,3,7,10,7,3,9,6,17,6,9,2
23213,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0
3293,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0
4020,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0
3327,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
26575,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0
3413,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
3418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
3486,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,5,0,14,4,1,3,0
3523,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,2,0,2,3,0,0
102668,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0
4175,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,0,0,0,1,0,2,0,2,0,0,0,0,2,0
9553,0,0,0,0,0,0,0,0,0,0,0,0,2,5,5,8,4,11,5,3,11,3,5,2,6,0,7,2,4
19304,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,6,0,0,0,1,0,0,12,0,5,8,5
6185,0,0,0,0,0,0,0,0,0,0,0,0,5,18,0,6,0,4,3,0,5,4,9,11,10,0,3,4,0
3698,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,1,5,10,0,0,2,1,0,2,7,3,0,11
3709,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,0,1,0,0,0,0,0,0,1,0,12,0,0
10241,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,2,2,0,0,0,0,6,5,6,0,0,1,2,0
15728,0,0,0,0,0,0,0,0,0,0,0,0,2,1,8,4,1,0,2,4,5,1,5,0,0,5,1,0,0
88861,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
55531,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13942,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,2,3,4,2,0,0,1,1,0,3,3,0,0
37757,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,4,0,2,0,0,1,2,13,13,0,0,2,7
3979,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,5,0,3,0,0,0,8,5,1,0,0,0,0,0
3980,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,7,5,14,10,9,14,11,11,38,19,23,41,20,22
8944,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,0,1,5,4,1,8,0
4023,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,2,11,3,18,4,10,3,24,15,8,10,6,4
20131,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,0,4,0,0,0,0,2,0,0,0,0,0,4,0
33989,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,3,0,1,5,0,7,0,0,0,0
36204,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10881,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9106,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2
8001,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,2,0,0,0,0,0,4,0
4631,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,3,4,5,1
20876,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43577,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
4720,0,0,0,0,0,0,0,0,0,0,0,0,2,1,6,1,3,1,0,1,2,1,0,2,3,4,1,5,8
86525,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,0,0,4,1,0,0,2,3,0
4743,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,1,0,0,1,10,0,0,10,5,0
54542,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99184,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27201,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,14,0,0,6,0,9,0,0
4927,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0
5440,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,6,0,2,0,0,8,0,0,6,0,0
56319,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9246,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,2,3,6,0,6,3,4,0,6
9701,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,8,0,0,4,2,3,4,7,0,0,0
11678,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,6,0,0,1,0,0,1,6,0,0
5192,0,0,0,0,0,0,0,0,0,0,0,0,4,2,8,12,11,13,20,11,35,12,24,24,43,27,33,29,32
7289,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,2,0,3,0,0,0,3,15,2,12,5,6,5
26767,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
16312,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
5461,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5585,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,0,2,0,0,0,0
5669,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11697,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4
5685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,4,2,0,0,0,0,0,0,3,1,4,0,0,5
6127,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0
10487,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,2,0,0,1,6,4,0,8
6213,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,8,0,0,2,0,2,0,0,0,0,0
98262,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,0,0,0,3,0,0,1,0,3,2,3,0,7
61081,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6307,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,1,13,4,9,18,11,22,13,16,14,12,9
20150,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81737,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,3,4,0,0,0,0,0,0,0,3,8,0,0,4
7102,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
85908,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14932,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
6505,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,7,0,0,0,2,0,5,0
51923,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0
9433,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,6,0,0,5,0,0,0,0,0,0
8702,0,0,0,0,0,0,0,0,0,0,0,0,3,2,5,1,1,10,3,0,0,1,8,0,0,0,0,10,0
6906,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0
104274,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
7605,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,4,0,1,0,0,6,8,2,13,0
7663,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,5,8,0,0,3,0
11970,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0
88497,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
7770,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,2,6,7,8,16,12,5,17,16,4,20,16,13,7
7784,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0
8700,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,6,4,0,0,3,1,3,12,1,2,0,0
9014,0,0,0,0,0,0,0,0,0,0,0,0,2,0,17,14,12,11,19,31,22,30,42,44,38,24,13,20,25
35773,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15762,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,4,0,0,0,3,0,0,2,0,0,0
18375,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
8384,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,4,0,0,1,0,2,2,0
17561,0,0,0,0,0,0,0,0,0,0,0,0,5,3,1,11,0,0,5,0,0,3,1,0,0,1,0,0,1
30170,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,2,0,0,3,3,5,0,19,3,4,2
8476,0,0,0,0,0,0,0,0,0,0,0,0,2,6,12,7,4,8,10,5,6,5,12,6,12,14,10,6,9
14258,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,11,1,4,2,0,4,0,0,0,0,0,0,4,6
9005,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,1,3,3,5,7,0,11,0,4,9,0,5,4,2
19584,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0
15878,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,2,3,2,0,0,0,3,0,0,3
10730,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0
9226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,3,2,0,9,0,15,17,14,23,6,25
13581,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,3,0,1,0,3,0,0,4
24798,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,4,0,0,6,0,0,0,0,0,0,0,2
9379,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,4,0,0,14,4,0,16
23552,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,2,2,3,0,0,0,0,0,0,0,0
9396,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
9403,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,6,0,1,2,1,0,0,3,0,7
14330,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,0,3,16,3,11,11,15,23,13,17,17,13,5
24472,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21622,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
9953,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0
13342,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,4,1,0,3,0,2,5,0,0,0,0,1
9996,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,4,12,8,10,5,3,14,4,7,4,6
28290,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,2
65323,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10041,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,1,2,0,0,2,0,0,0,2,2,0,3,0,8
10153,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,15,3,6,2,4,1,5,3,0,3,4,0,0
10545,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10547,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,4,5,12,6,1,10,5,4,2,8
10656,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,1,2,4,0,1,2,5,3,0,1,9,6
11239,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
11470,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,3,2,0,1,0,3,0,1,0,0
11582,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
11600,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11985,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,0,3,8,2,3,0,0,11,0,5,0,9,2
12283,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
12466,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,5,0,0,0,0,0,3
13643,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0
14137,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,6,0,1,5,8,0,1,5,2,1,3
95381,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
14510,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,8,5,3,0,6,2,0,4,22,3,4,0,3
14516,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
20439,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,3,0,5,0,0,6,0,0
55734,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,2,11,5,13,6,10,7,16,15,18,22,19,11,10
77004,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
79580,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,2,0
16577,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,0,2,1,6,0,6,3,0,5,5,0,6
17193,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,4,0,0,0,0,1,0,1,0,0,0
19056,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,10,3,2,7,7,4,5,10,4,7,5,6,0
20975,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,4,0,1,0,0,0,3,0,0,6,0,7
91554,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18385,0,0,0,0,0,0,0,0,0,0,0,0,1,3,12,0,1,6,0,4,1,0,0,4,6,6,12,11,0
18483,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,1,5,0,4,12,4,4,0
18679,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,3,2,0,0,10,0,0
19440,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22219,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30248,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0
20487,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,6,0
20537,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0
21074,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42121,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0,4,3,1,0,0,0,0,0,0,0,0,0
42506,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
21594,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,8,4,0
22636,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,6,1,0,0,5,0,0,3,4
25406,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,3,0,1,0,1,0,2,0,0,2
22721,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1
101795,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63920,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27322,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
92713,0,0,0,0,0,0,0,0,0,0,0,0,2,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28475,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0
43379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
43590,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92854,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92855,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92856,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92859,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49450,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
70755,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
51512,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0
52005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0
52703,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,3,5,0,0,0,0,0,0
56889,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57353,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
57354,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
95068,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0
98455,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,1,0,1,0,2,3,0,0,0
59286,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63328,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,5,3,2,0,3,0,2,0,0,3,2,3,0,0
65758,0,0,0,0,0,0,0,0,0,0,0,0,2,0,4,8,0,0,0,0,0,3,0,5,0,0,2,0,0
65989,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,4,0,0,0,0,0,5,1,0,3,0,0,0,0
68829,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
94870,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80418,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5
85849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
138142,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0
87036,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
90900,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,8,3,7,6,6,7
93913,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,6,7,5,0,0,2,0,0
94716,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,2,0,6,0,0,2,0,0,0,0
95333,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,3,2,2,0,1,0,0,3,0,4,1,0,2
95410,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
79208,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12231,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,5,0,0,0,0,0
58366,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0
62508,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,1,0,0,5,0,0,0,0
17,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,2,3,0,0,1,0,3,0,3,0,0,0,0
4263,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,14,8,12,24,13,15,11,34,26,27,38,10,18,26
8318,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0
9075,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,6,0,1,1,1,10,8,6,8,1,5,14
56190,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,0,1,0,1,3,1,0,8,5,0,9,3,5
62083,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,4,7,2,2,0,4,5,2,0
57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,0,0,0,0,0,1,0,0,2,0,0,0
46148,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0
77,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,3,0,0,0,0,6,0,0,0,0
20738,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,0,0,0,0,6,0,0,6,0,9,8,0,2,1
34313,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,1,0,0,0,0,0,0,0,0,0,4,0,0
57264,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,6,0,5,1,0,4,3,0
251,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10851,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
199,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,2,2,1,0,2,4,1,0,7,1,2,2
532,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0
17609,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,4,14,3,9,6,5,7,6,7,0,11,0,0,13
8342,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,2,0,0,0,2,0,0,0,0
1452,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,12,4,0,7,3
17107,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
349,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
30238,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
70862,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,5,2,0,7,4,0,5,8,0,6,0,7,4
368,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
395,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,0,3,0,8,0,0,0
